Date,EURUSD=X,GBPUSD=X,USDJPY=X
2024-12-30,1.0429377555847168,1.257880687713623,157.8730010986328
2024-12-31,1.040615200996399,1.254909873008728,156.9949951171875
2025-01-02,1.0351860523223877,1.2519248723983765,157.718994140625
2025-01-03,1.0268205404281616,1.2380222082138062,157.36199951171875
2025-01-06,1.0305347442626953,1.2426837682724,157.4810028076172
2025-01-07,1.0386372804641724,1.2510946989059448,157.7429962158203
2025-01-08,1.034554123878479,1.247785210609436,158.23599243164062
2025-01-09,1.0314701795578003,1.2359870672225952,158.19200134277344
2025-01-10,1.0297601222991943,1.2299367189407349,158.04800415039062
2025-01-13,1.0244431495666504,1.2204945087432861,157.88699340820312
2025-01-14,1.0265253782272339,1.2233314514160156,157.36399841308594
2025-01-15,1.0306835174560547,1.221344232559204,158.0500030517578
2025-01-16,1.0295268297195435,1.2243348360061646,156.2550048828125
2025-01-17,1.0301949977874756,1.2236906290054321,155.3560028076172
2025-01-20,1.0277386903762817,1.2171002626419067,156.30599975585938
2025-01-21,1.0420682430267334,1.233136773109436,155.24899291992188
2025-01-22,1.0405935049057007,1.2335399389266968,155.7740020751953
2025-01-23,1.0410159826278687,1.231420874595642,156.44000244140625
2025-01-24,1.041601538658142,1.2353914976119995,156.15499877929688
2025-01-27,1.0467586517333984,1.2459352016448975,155.74400329589844
2025-01-28,1.0445064306259155,1.2460592985153198,154.90899658203125
2025-01-29,1.0429050922393799,1.2441680431365967,155.5590057373047
2025-01-30,1.0425245761871338,1.245530128479004,155.1699981689453
2025-01-31,1.0397279262542725,1.2423903942108154,154.0970001220703
2025-02-03,1.024779200553894,1.2291958332061768,155.36300659179688
2025-02-04,1.0327378511428833,1.2431780099868774,155.27699279785156
2025-02-05,1.0372798442840576,1.2478163242340088,154.13299560546875
2025-02-06,1.0400848388671875,1.2504063844680786,152.6060028076172
2025-02-07,1.0385725498199463,1.2437502145767212,151.1929931640625
2025-02-10,1.0311616659164429,1.2391574382781982,151.8459930419922
2025-02-11,1.0301525592803955,1.2360633611679077,151.75900268554688
2025-02-12,1.0364949703216553,1.245159387588501,152.73899841308594
2025-02-13,1.039198637008667,1.2450664043426514,154.2550048828125
2025-02-14,1.0461673736572266,1.2563445568084717,152.98899841308594
2025-02-17,1.0489217042922974,1.2584155797958374,152.0229949951172
2025-02-18,1.048536777496338,1.262148141860962,151.44400024414062
2025-02-19,1.044833779335022,1.2625784873962402,151.93099975585938
2025-02-20,1.0421009063720703,1.2584155797958374,151.22000122070312
2025-02-21,1.0500562191009521,1.2670401334762573,149.4080047607422
2025-02-24,1.0474823713302612,1.2649900913238525,149.38699340820312
2025-02-25,1.0461344718933105,1.261781930923462,149.86399841308594
2025-02-26,1.0524100065231323,1.2674431800842285,149.0780029296875
2025-02-27,1.0488777160644531,1.2682307958602905,148.83799743652344
2025-02-28,1.039511799812317,1.259890079498291,150.01199340820312
2025-03-03,1.0413846969604492,1.260398268699646,150.77099609375
2025-03-04,1.0485037565231323,1.270147681236267,149.30499267578125
2025-03-05,1.062699317932129,1.2794268131256104,149.7989959716797
2025-03-06,1.0794938802719116,1.2891913652420044,148.8979949951172
2025-03-07,1.0787951946258545,1.2885303497314453,148.10800170898438
2025-03-10,1.086059331893921,1.2932428121566772,147.60800170898438
2025-03-11,1.0839403867721558,1.2875481843948364,147.06900024414062
2025-03-12,1.0914170742034912,1.294481635093689,148.04200744628906
2025-03-13,1.0886249542236328,1.2964283227920532,148.2790069580078
2025-03-14,1.085564136505127,1.2958402633666992,147.94900512695312
2025-03-17,1.0881274938583374,1.2930588722229004,148.59800720214844
2025-03-18,1.091917634010315,1.2985326051712036,149.37899780273438
2025-03-19,1.093948245048523,1.3000519275665283,149.45199584960938
2025-03-20,1.0911908149719238,1.3010668754577637,148.49000549316406
2025-03-21,1.0856702327728271,1.2967981100082397,148.5959930419922
2025-03-24,1.0835762023925781,1.2924572229385376,149.677001953125
2025-03-25,1.0803569555282593,1.2924238443374634,150.7740020751953
2025-03-26,1.0787487030029297,1.2943308353424072,149.9499969482422
2025-03-27,1.0742061138153076,1.2877637147903442,150.47300720214844
2025-03-28,1.080100178718567,1.295202612876892,150.8470001220703
2025-03-31,1.082391619682312,1.2938284873962402,149.61700439453125
2025-04-01,1.0818880796432495,1.292089819908142,149.91299438476562
2025-04-02,1.0795987844467163,1.292306900024414,149.7830047607422
2025-04-03,1.090869426727295,1.3046314716339111,147.8719940185547
2025-04-04,1.1043744087219238,1.308866262435913,146.2310028076172
2025-04-07,1.098454475402832,1.2910722494125366,145.43299865722656
2025-04-08,1.0915361642837524,1.2734960317611694,147.78900146484375
2025-04-09,1.0980443954467773,1.2790995836257935,145.84500122070312
2025-04-10,1.0952062606811523,1.2825446128845215,147.3990020751953
2025-04-11,1.1257838010787964,1.2992074489593506,143.7469940185547
2025-04-14,1.1343141794204712,1.3085237741470337,143.6959991455078
2025-04-15,1.1339668035507202,1.3174536228179932,143.2209930419922
2025-04-16,1.1292672157287598,1.323101282119751,143.18099975585938
2025-04-17,1.1396790742874146,1.3233989477157593,141.92799377441406
2025-04-22,1.1512778997421265,1.3379716873168945,140.87600708007812
2025-04-23,1.1351252794265747,1.327316164970398,142.68800354003906
2025-04-24,1.132733702659607,1.326453447341919,143.22300720214844
2025-04-25,1.1371906995773315,1.3326226472854614,142.87899780273438
2025-04-28,1.1343141794204712,1.3290096521377563,143.84100341796875
2025-04-29,1.1409143209457397,1.3436164855957031,142.17799377441406
2025-04-30,1.1389262676239014,1.3410794734954834,142.2989959716797
2025-05-01,1.1324899196624756,1.3323917388916016,143.00900268554688
2025-05-02,1.1296498775482178,1.3286387920379639,145.447998046875
2025-05-05,1.1323232650756836,1.3271929025650024,144.62399291992188
2025-05-06,1.1313369274139404,1.3292568922042847,143.6540069580078
2025-05-07,1.1342755556106567,1.335594892501831,143.03500366210938
2025-05-08,1.1306205987930298,1.3294159173965454,143.84800720214844
2025-05-09,1.122422695159912,1.323539137840271,146.01499938964844
2025-05-12,1.12296462059021,1.3289036750793457,145.81199645996094
2025-05-13,1.1095577478408813,1.3177834749221802,148.30999755859375
2025-05-14,1.1185556650161743,1.3304418325424194,147.5279998779297
2025-05-15,1.1181930303573608,1.3263479471206665,146.64999389648438
2025-05-16,1.1192693710327148,1.3306896686553955,145.61300659179688
2025-05-19,1.1187559366226196,1.3305498361587524,145.29800415039062
2025-05-20,1.1233429908752441,1.3360053300857544,144.97500610351562
2025-05-21,1.1287955045700073,1.3397821187973022,144.3280029296875
2025-05-22,1.133118748664856,1.3419036865234375,143.7550048828125
2025-05-23,1.1281843185424805,1.3419216871261597,143.85800170898438
2025-05-26,1.1372811794281006,1.3535828590393066,142.86700439453125
2025-05-27,1.1388484239578247,1.3565207719802856,142.65499877929688
2025-05-28,1.1337097883224487,1.3513330221176147,144.177001953125
2025-05-29,1.123368263244629,1.3431472778320312,145.69700622558594
2025-05-30,1.1378376483917236,1.3498992919921875,143.7790069580078
2025-06-02,1.1353315114974976,1.346728801727295,143.81500244140625
2025-06-03,1.1453442573547363,1.3556748628616333,142.45199584960938
2025-06-04,1.1384464502334595,1.353143334388733,143.83700561523438
2025-06-05,1.1422044038772583,1.3552155494689941,142.73199462890625
2025-06-06,1.1453834772109985,1.3579576015472412,143.54200744628906
2025-06-09,1.1407841444015503,1.3538211584091187,144.6909942626953
2025-06-10,1.1428048610687256,1.3556748628616333,144.5399932861328
2025-06-11,1.143746018409729,1.3508219718933105,144.83799743652344
2025-06-12,1.1509333848953247,1.3567416667938232,144.2030029296875
2025-06-13,1.1600254774093628,1.3627691268920898,143.19400024414062
2025-06-16,1.1556684970855713,1.3557006120681763,144.09100341796875
2025-06-17,1.1551345586776733,1.3565576076507568,144.72900390625
2025-06-18,1.1482638120651245,1.3430029153823853,145.37600708007812
2025-06-19,1.1477497816085815,1.3416515588760376,144.9550018310547
2025-06-20,1.1512778997421265,1.3476725816726685,145.21800231933594
2025-06-23,1.1500862836837769,1.3435983657836914,146.2239990234375
2025-06-24,1.1599044799804688,1.3545364141464233,145.92799377441406
2025-06-25,1.161224365234375,1.361488938331604,144.95700073242188
2025-06-26,1.1683744192123413,1.369187831878662,144.9040069580078
2025-06-27,1.1692214012145996,1.37247633934021,144.69400024414062
2025-06-30,1.1727453470230103,1.3719680309295654,144.51699829101562
2025-07-01,1.178717017173767,1.3730605840682983,143.8000030517578
2025-07-02,1.180553913116455,1.374721646308899,143.40199279785156
2025-07-03,1.18002450466156,1.3650014400482178,143.5260009765625
2025-07-04,1.1771491765975952,1.366829752922058,144.6820068359375
2025-07-07,1.178078293800354,1.3651504516601562,144.4980010986328
2025-07-08,1.1736538410186768,1.3623607158660889,145.89199829101562
2025-07-09,1.1724566221237183,1.3585295677185059,146.8489990234375
2025-07-10,1.17311692237854,1.3593051433563232,146.11399841308594
2025-07-11,1.1702749729156494,1.3579576015472412,146.28799438476562
2025-07-14,1.1682106256484985,1.3493820428848267,147.2949981689453
2025-07-15,1.1666297912597656,1.3428045511245728,147.79200744628906
2025-07-16,1.1607391834259033,1.3393335342407227,148.76100158691406
2025-07-17,1.1635754108428955,1.3411099910736084,148.0030059814453
2025-07-18,1.161548137664795,1.3432555198669434,148.44200134277344
2025-07-21,1.1630746126174927,1.341597557067871,148.43099975585938
2025-07-22,1.1694538593292236,1.348945140838623,147.40899658203125
2025-07-23,1.1739156246185303,1.352155327796936,146.78500366210938
2025-07-24,1.1774264574050903,1.3579576015472412,146.3489990234375
2025-07-25,1.1756131649017334,1.3510043621063232,147.0050048828125
2025-07-28,1.1756821870803833,1.344085931777954,147.81300354003906
2025-07-29,1.1596757173538208,1.336023211479187,148.47900390625
2025-07-30,1.1550945043563843,1.3353630304336548,148.44200134277344
2025-07-31,1.1429355144500732,1.3257676362991333,149.2259979248047
2025-08-01,1.142374038696289,1.3209865093231201,150.77200317382812
2025-08-04,1.158668041229248,1.3289920091629028,147.34300231933594
2025-08-05,1.1584129333496094,1.3297518491744995,146.79299926757812
2025-08-06,1.1579166650772095,1.3299463987350464,147.55999755859375
2025-08-07,1.1663167476654053,1.3357912302017212,147.1929931640625
2025-08-08,1.1676650047302246,1.345152735710144,146.83700561523438
2025-08-11,1.1647952795028687,1.3444474935531616,147.66400146484375
2025-08-12,1.1618449687957764,1.3435261249542236,148.125
2025-08-13,1.1677058935165405,1.3504207134246826,147.75799560546875
2025-08-14,1.171289324760437,1.3585295677185059,147.1199951171875
2025-08-15,1.1651345491409302,1.3530701398849487,147.6909942626953
2025-08-18,1.1706587076187134,1.3556381464004517,147.26400756835938
2025-08-19,1.1668338775634766,1.3508219718933105,147.91600036621094
2025-08-20,1.164252758026123,1.348679542541504,147.7310028076172
2025-08-21,1.165175199508667,1.3466380834579468,147.3179931640625
2025-08-22,1.16130530834198,1.3419395685195923,148.38600158691406
2025-08-25,1.1709601879119873,1.35111403465271,147.21499633789062
2025-08-26,1.1618449687957764,1.3453518152236938,147.82200622558594
2025-08-27,1.1639411449432373,1.3478723764419556,147.46200561523438
2025-08-28,1.1647952795028687,1.3503841161727905,147.3159942626953
2025-08-29,1.1681560277938843,1.35111403465271,146.7899932861328
2025-09-01,1.1691803932189941,1.3503841161727905,147.0970001220703
2025-09-02,1.1715912818908691,1.3547931909561157,147.08399963378906
2025-09-03,1.163602590560913,1.3383476734161377,148.54800415039062
2025-09-04,1.16604483127594,1.3441582918167114,147.97999572753906
2025-09-05,1.1656913757324219,1.3444474935531616,148.375
2025-09-08,1.1713168621063232,1.3492909669876099,148.343994140625
2025-09-09,1.1769136190414429,1.3553073406219482,147.36399841308594
2025-09-10,1.1702749729156494,1.352109670639038,147.39199829101562
2025-09-11,1.1703435182571411,1.3534730672836304,147.33200073242188
2025-09-12,1.1734747886657715,1.3576626777648926,147.2239990234375
2025-09-15,1.1726491451263428,1.3553440570831299,147.66600036621094
2025-09-16,1.1763737201690674,1.3602666854858398,147.40499877929688
2025-09-17,1.1871408224105835,1.365392804145813,146.41299438476562
2025-09-18,1.1826341152191162,1.3629734516143799,146.89100646972656
2025-09-19,1.1791062355041504,1.3556013107299805,147.94700622558594
2025-09-22,1.1736950874328613,1.3464748859405518,148.09500122070312
2025-09-23,1.1801080703735352,1.3514974117279053,147.72500610351562
2025-09-24,1.1814465522766113,1.3524478673934937,147.61300659179688
2025-09-25,1.1744670867919922,1.3452396392822266,148.75100708007812
2025-09-26,1.166275978088379,1.333653450012207,149.86099243164062
2025-09-29,1.170823097229004,1.3408241271972656,149.40499877929688
2025-09-30,1.1731443405151367,1.3437248468399048,148.59500122070312
2025-10-01,1.1735849380493164,1.3443390130996704,147.9969940185547
2025-10-02,1.1734058856964111,1.3480178117752075,147.08299255371094
2025-10-03,1.1725116968154907,1.3446643352508545,147.14999389648438
2025-10-06,1.171248197555542,1.3433817625045776,149.6060028076172
2025-10-07,1.171028733253479,1.3484903573989868,150.33099365234375
2025-10-08,1.1654603481292725,1.3421016931533813,152.05099487304688
2025-10-09,1.1631964445114136,1.3401411771774292,152.67999267578125
2025-10-10,1.156644344329834,1.3304948806762695,152.96499633789062
2025-10-13,1.160240888595581,1.3336178064346313,152.05599975585938
2025-10-14,1.1566845178604126,1.3332622051239014,152.4340057373047
2025-10-15,1.1602274179458618,1.3321610689163208,151.7310028076172
2025-10-16,1.1646324396133423,1.3404465913772583,150.9739990234375
2025-10-17,1.1699601411819458,1.3445558547973633,150.1199951171875
2025-10-20,1.165745735168457,1.342588186264038,150.89999389648438
2025-10-21,1.164442539215088,1.3405184745788574,150.7740020751953
2025-10-22,1.160038948059082,1.336523175239563,151.89300537109375
2025-10-23,1.1608469486236572,1.3351848125457764,151.95399475097656
2025-10-24,1.1618045568466187,1.332746982574463,152.6020050048828
2025-10-27,1.1631693840026855,1.3322391510009766,153.06100463867188
2025-10-28,1.165175199508667,1.3341000080108643,152.69200134277344
2025-10-29,1.1657865047454834,1.3279330730438232,151.7310028076172
2025-10-30,1.1603351831436157,1.3195397853851318,152.7220001220703
2025-10-31,1.157246708869934,1.3159106969833374,153.89999389648438
2025-11-03,1.1528042554855347,1.3134735822677612,154.19500732421875
2025-11-04,1.1519144773483276,1.3135254383087158,154.20399475097656
2025-11-05,1.1485539674758911,1.3021697998046875,153.5570068359375
2025-11-06,1.1496764421463013,1.3052598237991333,154.072998046875
2025-11-07,1.1549211740493774,1.3140950202941895,152.947998046875
2025-11-10,1.1543878316879272,1.3142677545547485,153.81700134277344
2025-11-11,1.1557220220565796,1.3172974586486816,154.14599609375
2025-11-12,1.1587486267089844,1.3152875900268555,154.0749969482422
2025-11-13,1.159218668937683,1.3127838373184204,154.71299743652344
2025-11-14,1.1631964445114136,1.3152183294296265,154.63299560546875
2025-11-17,1.1615345478057861,1.3160146474838257,154.5850067138672
2025-11-18,1.159057378768921,1.3156163692474365,155.2729949951172
2025-11-19,1.1581177711486816,1.3147515058517456,155.54800415039062
2025-11-20,1.154068112373352,1.3061821460723877,156.99200439453125
2025-11-21,1.1534557342529297,1.308489441871643,157.36900329589844
2025-11-24,1.1507612466812134,1.3096375465393066,156.68800354003906
2025-11-25,1.1520073413848877,1.3106160163879395,156.93899536132812
2025-11-26,1.156483769416809,1.315870761871338,156.22999572753906
2025-11-27,1.1602139472961426,1.3244997262954712,156.23899841308594
2025-11-28,1.1599851846694946,1.3241175413131714,156.28399658203125
2025-12-01,1.1601465940475464,1.3239772319793701,155.92799377441406
2025-12-02,1.1607661247253418,1.3209341764450073,155.5570068359375
2025-12-03,1.1627906560897827,1.3219469785690308,155.8070068359375
2025-12-04,1.1666841506958008,1.3348817825317383,155.10699462890625
2025-12-05,1.1642799377441406,1.3321788311004639,155.14199829101562
2025-12-08,1.164022445678711,1.3324593305587769,155.33999633789062
2025-12-09,1.1641442775726318,1.3326793909072876,155.843994140625
2025-12-10,1.1628313064575195,1.3303532600402832,156.83799743652344
2025-12-11,1.1701242923736572,1.3388315439224243,155.7899932861328
2025-12-12,1.1739431619644165,1.339046597480774,155.56700134277344
2025-12-15,1.1737639904022217,1.3367732763290405,155.88800048828125
2025-12-16,1.1754610538482666,1.3380612134933472,155.01499938964844
2025-12-17,1.1749500036239624,1.342499852180481,154.7779998779297
2025-12-18,1.1742326021194458,1.3374598026275635,155.4949951171875
2025-12-19,1.1725666522979736,1.3385393619537354,155.58599853515625
2025-12-22,1.1708093881607056,1.3377031087875366,157.67599487304688
2025-12-23,1.1765950918197632,1.3469899892807007,156.8769989013672
2025-12-24,1.179551362991333,1.3513604402542114,156.17599487304688
2025-12-26,1.1785364151000977,1.3508949279785156,156.08999633789062
2025-12-29,1.177994966506958,1.3503841161727905,156.43499755859375
