Date,EURUSD_IV%,GBPUSD_IV%,USDJPY_IV%
2024-12-30,,,
2024-12-31,,,
2025-01-02,,,
2025-01-03,,,
2025-01-06,,,
2025-01-07,0.6502171797933911,0.6872100545254017,0.38901780078791026
2025-01-08,0.6638326469342145,0.6886656727446713,0.25998353489337234
2025-01-09,0.6365515609136169,0.7867565207766042,0.2031219759068993
2025-01-10,0.5007459660517337,0.6557419165923738,0.15981654458066344
2025-01-13,0.5212337807104638,0.6344209495083895,0.18128536055010122
2025-01-14,0.2761270651260834,0.46046771062718217,0.23204151085354235
2025-01-15,0.37439183119511177,0.4726804012113703,0.2812955806079219
2025-01-16,0.3553698956675834,0.444903117609055,0.5719871223700008
2025-01-17,0.3494277674719774,0.4127370247718217,0.5803858601851898
2025-01-20,0.25408644445502865,0.3232352786420603,0.7239831063068483
2025-01-21,0.6564222293026793,0.7043421438819677,0.7554948899119783
2025-01-22,0.6801986950593584,0.6870813385696766,0.733672997669627
2025-01-23,0.6663240325398397,0.7054217391257477,0.603375480283456
2025-01-24,0.6668514096166334,0.7027505379131952,0.5262476357034735
2025-01-27,0.619151540299452,0.6104038847150015,0.45595653934047375
2025-01-28,0.2762249996799259,0.4012201600181737,0.41162735096396724
2025-01-29,0.2782799523470968,0.4290435581028646,0.4316135800419031
2025-01-30,0.28068868648522044,0.3892143812564223,0.35236761737865013
2025-01-31,0.3089844293148033,0.4365531307495391,0.425537409124223
2025-02-03,0.5742362518940197,0.4647546583137821,0.6457554912424387
2025-02-04,0.7931830245670766,0.79227690070727,0.5879792689040538
2025-02-05,0.8487701388424196,0.8089867703853133,0.6314949487355058
2025-02-06,0.8659072780175258,0.8116353470564148,0.7304400430600827
2025-02-07,0.8596674931788552,0.849178371969757,0.7660552449053236
2025-02-10,0.5747088923893173,0.6638092011253923,0.6193578559569316
2025-02-11,0.44561205924662584,0.38705284477861807,0.6190474991872742
2025-02-12,0.4977639406120381,0.5143067006051837,0.7558073787219711
2025-02-13,0.49641257474771006,0.49696404197104843,0.743805687262765
2025-02-14,0.571684144196698,0.581947669140761,0.7037921034888049
2025-02-17,0.31190073610358204,0.49282361488167686,0.7865098768115373
2025-02-18,0.2907972194117573,0.38693251569730713,0.8080692520376911
2025-02-19,0.3819532320046411,0.37023479560137085,0.7503401188638178
2025-02-20,0.41759106786617595,0.45162372572177845,0.434778555682824
2025-02-21,0.4523276035179929,0.37075139296673537,0.5456491104479674
2025-02-24,0.45655911038606567,0.39959518491689977,0.5697018164391683
2025-02-25,0.4589133710366018,0.40925075013310486,0.6411505489531089
2025-02-26,0.4954046643138324,0.45824978148738627,0.5746841497399872
2025-02-27,0.5114718040332139,0.401077953602263,0.5789296669540215
2025-02-28,0.5351398489700686,0.4077256564621689,0.4979777938138254
2025-03-03,0.5595187660860176,0.41161223884890896,0.5264642388232521
2025-03-04,0.6630608355849205,0.5358802492850725,0.7242632978324793
2025-03-05,0.8728042831420301,0.5894864966684289,0.6911094268294016
2025-03-06,0.9924469596372961,0.6332853850445291,0.7573490540156178
2025-03-07,0.7153709561481911,0.4184972881916057,0.6389138552501035
2025-03-10,0.648620828237115,0.359804813220984,0.47979248507331884
2025-03-11,0.8038510709564893,0.51774744294997,0.37003202073594393
2025-03-12,0.7121439089964884,0.4812032547355926,0.5130822767046636
2025-03-13,0.4725594297295217,0.3806193382666486,0.48945316233357805
2025-03-14,0.5079653438086104,0.3799914840038631,0.43532552512924827
2025-03-17,0.4202952676537093,0.3723560595118236,0.43247854643100214
2025-03-18,0.4149285841480783,0.3141151949976736,0.35096309843566825
2025-03-19,0.29379794872746384,0.23797513396992404,0.30226565526919064
2025-03-20,0.29283253360590106,0.23527685156343675,0.482333100789696
2025-03-21,0.3643931009934304,0.29646039522236006,0.46141021217725686
2025-03-24,0.34565045525611837,0.3233745473111026,0.5293373250731412
2025-03-25,0.2519819068955161,0.22093220573998393,0.5728471375600248
2025-03-26,0.13865312419869105,0.22852056983787106,0.6635419669910003
2025-03-27,0.15043865870384052,0.2686454811780213,0.5328893916842716
2025-03-28,0.3787275326707524,0.4248806508585535,0.522433416469283
2025-03-31,0.3973542722667052,0.3942626587302753,0.648832386935663
2025-04-01,0.36862889824113837,0.4006571457285977,0.5295924842548092
2025-04-02,0.3771603503572127,0.3924322290715057,0.4724043273606947
2025-04-03,0.5011055064088004,0.4823914336135553,0.6710855765583214
2025-04-04,0.6546994080729388,0.4533319028559992,0.6444747432582106
2025-04-07,0.7927934008521511,0.8475782141231357,0.6350377543149037
2025-04-08,0.8927042769809959,1.0380448906314041,1.1616928699468025
2025-04-09,0.8768714909136585,1.085013766538225,1.2381267796264421
2025-04-10,0.8070592311967547,0.9359388532032553,1.3231575906495852
2025-04-11,1.4256526708972348,1.1783620983213239,1.6866969403343095
2025-04-14,1.3290665360357754,0.9936489214361823,1.6858668893574402
2025-04-15,1.2059582475116575,0.39083866079938745,1.3417122293989665
2025-04-16,1.3217890160596686,0.3926189149087089,1.2973933640790254
2025-04-17,1.2398754719899971,0.46576589071421065,1.0256996221468233
2025-04-22,0.6360124703544402,0.39813951674200737,0.39315501548545256
2025-04-23,1.0031609600332063,0.7216303027265406,0.8638363005056552
2025-04-24,1.008575221058911,0.6963856779602576,0.8818925414619334
2025-04-25,0.9937286215747902,0.7003617019263257,0.8888581992285578
2025-04-28,0.898043789623635,0.7251222244806169,0.7888664538576208
2025-04-29,0.7764216555982218,0.7243938022697971,0.930948077000265
2025-04-30,0.3903032498323836,0.5748175624021581,0.7038628826837484
2025-05-01,0.4761928320437194,0.6912742443787295,0.7245742412908858
2025-05-02,0.4265317467473441,0.6706846242805538,1.0370684307222908
2025-05-05,0.44757577504637763,0.6616626047263263,1.0906683361888774
2025-05-06,0.2893480809820758,0.29198158704569943,0.9636110158463077
2025-05-07,0.34650133549715856,0.42702824868899053,1.0070456930307186
2025-05-08,0.27038115193802603,0.3697953497769608,1.0142509939835562
2025-05-09,0.412075080514484,0.40117334260988297,0.937527105342186
2025-05-12,0.3776166714382177,0.4532458271497798,0.8814905152338747
2025-05-13,0.5867931746128856,0.5817218307910882,0.9567111331896028
2025-05-14,0.7636961734982922,0.7362839236980876,0.9843430387696762
2025-05-15,0.7703167014502902,0.718954451101386,1.1279380148688751
2025-05-16,0.7212779311890791,0.6944129723248753,1.0091393499597132
2025-05-19,0.7191606497300379,0.6747879326123405,1.0114131199959777
2025-05-20,0.3644101033560929,0.47750626634181476,0.2233444208414081
2025-05-21,0.24964108667114177,0.2964219434017799,0.2195736441921335
2025-05-22,0.22838212302199518,0.16399124015899158,0.201097393716803
2025-05-23,0.3921346591151089,0.18128690867165445,0.20321356100371943
2025-05-26,0.45994344401084997,0.3300044673523668,0.2826244744730222
2025-05-27,0.4641731174726126,0.33167397924376174,0.2918757802305575
2025-05-28,0.5408958271668497,0.4540172571675707,0.6700344975280745
2025-05-29,0.6611260348139713,0.5730353355943735,0.772004305384245
2025-05-30,0.8962298797848489,0.6115593121142471,1.0581957073351398
2025-06-02,0.8302457355626137,0.4520807751857083,0.9890082233168525
2025-06-03,0.9290127474150615,0.5616275307712317,1.1044039464487776
2025-06-04,0.9542308408392899,0.5355018252562596,1.0816158150249005
2025-06-05,0.7736544138861245,0.4018693318261492,0.9136453057870166
2025-06-06,0.5670598823342793,0.36198637409712486,0.8294330088802448
2025-06-09,0.6001706545222747,0.37995794696858787,0.9108474810778094
2025-06-10,0.42785131693081035,0.22956199973244726,0.7208299962758677
2025-06-11,0.2925472270403259,0.2730724631939019,0.6139926329418895
2025-06-12,0.3724315408684432,0.3427893585217381,0.4989134325683489
2025-06-13,0.47237774133942606,0.3884651607643576,0.584123709219363
2025-06-16,0.4634111334846298,0.44756628547960775,0.5229744631278936
2025-06-17,0.483766435991553,0.44430637063631767,0.572058325403564
2025-06-18,0.6090282590832217,0.6315382245756186,0.6003158827971575
2025-06-19,0.5263858043521441,0.5549868682617057,0.5714533572292915
2025-06-20,0.3463360772930301,0.5563449555526216,0.35656464596187804
2025-06-23,0.3227574167621838,0.5354532744000738,0.3734336513722572
2025-06-24,0.5373171200949828,0.7000308661553598,0.41833024533697816
2025-06-25,0.38571284034659425,0.4615116655501703,0.515841077740625
2025-06-26,0.3831839661650993,0.4204158450815929,0.4994246994727657
2025-06-27,0.4046498803320025,0.42565773365250403,0.4900358177095108
2025-06-30,0.33574883428300945,0.32648957433698955,0.2482350096928694
2025-07-01,0.23840766710288377,0.2635634162824037,0.2723760070915167
2025-07-02,0.22979043798235133,0.2301720194382326,0.17901886430506425
2025-07-03,0.21449814435547898,0.37469270957512607,0.21464786324995205
2025-07-04,0.29320655417796576,0.35590949508997594,0.49847693141889693
2025-07-07,0.27825350404194604,0.3552732478062678,0.49877755156797954
2025-07-08,0.2214092347339799,0.3420135228610886,0.5607169515823817
2025-07-09,0.17651696077385268,0.3060258523982783,0.47310325702088574
2025-07-10,0.19464865764104458,0.17485149632318983,0.6382627956372509
2025-07-11,0.19442043225822064,0.1268859185507935,0.5904446393668709
2025-07-14,0.16073366763013328,0.2569122433718791,0.5823175545013091
2025-07-15,0.11155014264449382,0.2795421148287094,0.485933286588969
2025-07-16,0.20322573026175988,0.2798735228098863,0.48586853119359075
2025-07-17,0.2692913429184755,0.3038932497180508,0.4894039358304876
2025-07-18,0.26597843781017094,0.3574342136160408,0.4831884426348145
2025-07-21,0.29244617742293494,0.2721736848272317,0.43930886770796806
2025-07-22,0.40345331840211573,0.3095012845297525,0.5565061400492858
2025-07-23,0.2727850722848344,0.24117271944038274,0.40186900598339315
2025-07-24,0.27478024922961725,0.2590308318843987,0.3803947771282935
2025-07-25,0.26725503094372594,0.4333061284964468,0.43447156771446216
2025-07-28,0.2854385427083192,0.5142648139064573,0.5501705862482256
2025-07-29,0.7026535577454633,0.48525755133251985,0.46568034733927427
2025-07-30,0.633889455639101,0.436229969467362,0.36779556238161787
2025-07-31,0.5899877556649227,0.2543261384100385,0.23653268059262478
2025-08-01,0.6109215815228944,0.2583016247630376,0.3769097793205339
2025-08-04,1.0890848338734347,0.5300833390461329,1.295389879231753
2025-08-05,0.9082550746148335,0.4939735578874952,1.266784476474343
2025-08-06,0.8851140691300305,0.49621421039109426,1.3109268296080678
2025-08-07,0.6585780802479124,0.3806023542678447,1.2611532201189979
2025-08-08,0.6336704513700281,0.3138158863873196,1.0412499349871032
2025-08-11,0.3694892338969232,0.32463580346444226,0.4582729961308525
2025-08-12,0.4025331863623098,0.3457354460370225,0.4010534508067163
2025-08-13,0.4402760284427605,0.34834017393699457,0.3849185048513963
2025-08-14,0.3353912020505126,0.37044349018893,0.42443030821137345
2025-08-15,0.430182704259185,0.4251568965611591,0.4315461616107459
2025-08-18,0.46431754889425186,0.4145263691506221,0.3758692330997088
2025-08-19,0.4792601415859774,0.4711555685736696,0.4105685224823104
2025-08-20,0.4282716084175839,0.4202082015312406,0.39757783760633475
2025-08-21,0.3901215085217677,0.23337895244712864,0.36065103453810177
2025-08-22,0.3448597175746056,0.22143162368846056,0.46207470521197547
2025-08-25,0.490733600984759,0.4305764538943444,0.5995906603463148
2025-08-26,0.5973290702883849,0.4435157267896361,0.5940396035519141
2025-08-27,0.6012956064023488,0.4550879756463065,0.6020206667725844
2025-08-28,0.6010991385646418,0.45413425457337486,0.5889562273796445
2025-08-29,0.5804046295593678,0.3962985255037464,0.4352151974434006
2025-09-01,0.4273276766446312,0.2534734814826217,0.3198202661695697
2025-09-02,0.08879687097936172,0.1450920013789712,0.2182681194209857
2025-09-03,0.3884741777460001,0.6169257694948996,0.5153742544521535
2025-09-04,0.4000038492613084,0.6582868215872905,0.562720359222241
2025-09-05,0.3712939405383565,0.6566577464089081,0.504637160742209
2025-09-08,0.44112581031816694,0.6888083769477005,0.5157867662704793
2025-09-09,0.48195969413383316,0.7054435120145566,0.6397611784981041
2025-09-10,0.43532051890087886,0.3011400543880019,0.3652526144764748
2025-09-11,0.4337836517227954,0.27339210526125857,0.34353304684630204
2025-09-12,0.43625846910920046,0.2729215225452718,0.28445206884538227
2025-09-15,0.39380438563239845,0.29547310358439416,0.3508810050204178
2025-09-16,0.3518708214788286,0.27194456562816516,0.1793076341664526
2025-09-17,0.3881999769577051,0.23299061116282518,0.35116067418939206
2025-09-18,0.48440013260575354,0.28803416224646006,0.40886356745834307
2025-09-19,0.5314376480555711,0.39453155768204345,0.5358416780930458
2025-09-22,0.5874700805412374,0.4915036119361526,0.5244211395216978
2025-09-23,0.624277583753374,0.4939795926102041,0.5335782637815699
2025-09-24,0.4211906512478305,0.4305685265169411,0.37655637435867184
2025-09-25,0.46510220602183394,0.4566172002398985,0.46628403714682604
2025-09-26,0.5293812728355587,0.5233587838801859,0.4732149251087673
2025-09-29,0.567328503406457,0.5968411619163875,0.5372346372780317
2025-09-30,0.49263504161684646,0.5704678437916361,0.6067616911472096
2025-10-01,0.4848585056809971,0.5685824123584248,0.6490831983152099
2025-10-02,0.4116601694804522,0.5351780183301973,0.5558114566062852
2025-10-03,0.1882046315633353,0.2910164351005726,0.2592386506051407
2025-10-06,0.12052058795087785,0.21646213719239646,0.9513741122283804
2025-10-07,0.05679959403438755,0.25850390188984573,0.9066304998438274
2025-10-08,0.19231135333404906,0.3569158559671245,0.8982139456312139
2025-10-09,0.17984476145454084,0.3135454124811947,0.6480336034249103
2025-10-10,0.2363394198526313,0.4168669569104941,0.611659601969971
2025-10-13,0.3539553733525283,0.4632987661521158,0.6261928845652541
2025-10-14,0.34273705550776234,0.37536861734437654,0.6202064686707792
2025-10-15,0.38715460115695816,0.3508668816094571,0.45416698246771703
2025-10-16,0.43089053114790477,0.4917864629955588,0.4064831810318581
2025-10-17,0.30592658430748165,0.28339996325642103,0.3521631695637544
2025-10-20,0.3954427500758131,0.3237273060274573,0.4996401350223738
2025-10-21,0.3533159674932119,0.3439904690839483,0.45305665219019564
2025-10-22,0.3995778479766103,0.38504769999989646,0.5903517638508509
2025-10-23,0.3458728903316984,0.22763134716442024,0.5157828945102081
2025-10-24,0.22331242059469822,0.07424417090798906,0.34282433856263866
2025-10-27,0.20691639953941648,0.0973346567783789,0.32596081873390015
2025-10-28,0.22214356802265717,0.16373065571071496,0.37452550378900673
2025-10-29,0.047525224839559975,0.22091434711373104,0.42604187151830764
2025-10-30,0.2604743830035511,0.3127291658709903,0.5246745525277128
2025-10-31,0.2762049001084293,0.3115813832333244,0.5958385362776647
2025-11-03,0.2783693353195214,0.2925139815874511,0.5918803969336741
2025-11-04,0.21480993775382606,0.2461007502545175,0.5606606170426475
2025-11-05,0.14658837032350996,0.3514650192836631,0.48610305910335727
2025-11-06,0.19306198589597684,0.41196465380111313,0.43701447058554094
2025-11-07,0.33473193902778237,0.5684923322402611,0.44242036309263866
2025-11-10,0.2770403950474818,0.5615108457903236,0.5323203242557313
2025-11-11,0.27215378557828157,0.5696457392394372,0.5455423343026171
2025-11-12,0.19040671525873412,0.3118361703693454,0.49834217658006363
2025-11-13,0.19792712468147552,0.35506378624329077,0.5099117294549808
2025-11-14,0.15907841107653528,0.19087551471905578,0.2754729123500432
2025-11-17,0.19058308330346094,0.1917964441258669,0.20804948796316242
2025-11-18,0.24347136221218074,0.15431352891625824,0.2591429376818669
2025-11-19,0.21868206446424157,0.14071542638131349,0.23596088383532154
2025-11-20,0.261297990299737,0.3231708523368395,0.40743627136566396
2025-11-21,0.11880090811620836,0.32124327963860644,0.3642217351009927
2025-11-24,0.12091574998631667,0.32489556356369065,0.4917813371398323
2025-11-25,0.17589046878433567,0.3335374737869915,0.48308391003441825
2025-11-26,0.2908971652838711,0.3963903495947015,0.5694360589927091
2025-11-27,0.2585414296272952,0.24779346725677273,0.3274677625759374
2025-11-28,0.25378123891952425,0.2835154469714299,0.28404538612414726
2025-12-01,0.18367405662632164,0.29950985416221604,0.2426402554586103
2025-12-02,0.18929451834276398,0.3607436220812226,0.19845896738869198
2025-12-03,0.1401613500112441,0.3342055485115025,0.17360882979302616
2025-12-04,0.1448752435690353,0.47263524748887703,0.24069863579599501
2025-12-05,0.2003719260255309,0.4955435735464585,0.23958634444770896
2025-12-08,0.2036978224770138,0.49361757941717166,0.26113514133900406
2025-12-09,0.2053073836041995,0.4600249348105374,0.2927549486668785
2025-12-10,0.20487751009235122,0.4868041911324493,0.4008648550389333
2025-12-11,0.3284549441904732,0.33933298636139153,0.4837116019097763
2025-12-12,0.30647097068598994,0.30994172776002316,0.49493444047262314
2025-12-15,0.30543383146726777,0.3334545032215651,0.4990289152859216
2025-12-16,0.29390056329373276,0.33245567000271936,0.541851558916506
2025-12-17,0.2769593459750107,0.31157868304237,0.3532651179294921
2025-12-18,0.16477856727659046,0.26800271785207147,0.3897751508967887
2025-12-19,0.10505020892795114,0.27172444902899334,0.3865045656089614
2025-12-22,0.11878648344062011,0.25965243094459967,0.7235307143793063
2025-12-23,0.2694841548239831,0.40432545916083606,0.709228326248428
2025-12-24,0.28408300840115,0.40344875512109757,0.7603911369284929
2025-12-26,0.2873532878670805,0.3153769152627761,0.7477403820234079
2025-12-29,0.2707235574114371,0.3285698768024226,0.7500592277132081
